,id,created_at,text,lang,hashtags,textlist,emoji,clean_text,filter_text,norm_text,lem,excitement,happy,pleasant,surprise,fear,angry,excitement_emoji,happy_emoji,pleasant_emoji,surprise_emoji,fear_emoji,angry_emoji,excitementclass,happyclass,pleasantclass,surpriseclass,fearclass,angryclass,max_value,max_idx
27450,1.2386878774306816e+18,Sat Mar 14 04:46:18 +0000 2020,#Bricolage #Face #Face mask take off the honey #Mask #Orange #Peel https://t.co/8UqFfbblJV,en,"[{'text': 'Bricolage', 'indices': [0, 10]}, {'text': 'Face', 'indices': [11, 16]}, {'text': 'Face', 'indices': [17, 22]}, {'text': 'Mask', 'indices': [47, 52]}, {'text': 'Orange', 'indices': [53, 60]}, {'text': 'Peel', 'indices': [61, 66]}]","['bricolage', 'face', 'face', 'mask', 'orange', 'peel']",,mask take off the honey,mask take honey,"['mask', 'take', 'honey']","mask,take,honey",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
10657,1.2386143157179064e+18,Fri Mar 13 23:53:59 +0000 2020,The only thing that will ever fight for me ✊😤,en,[],[],✊😤,The only thing that will ever fight for me,The thing ever fight,"['the', 'thing', 'ever', 'fight']","the,thing,ever,fight",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
11012,1.2386144502585795e+18,Fri Mar 13 23:54:31 +0000 2020,RT @PaulSan42117074: His brain has been in isolation for quite some time 🙄😒👱🏿‍♂️👎🏿🇨🇦👎🏿-19 crisis: Justin Trudeau to go into isolation for 1…,en,[],[],🙄😒👱🏿♂👎🏿🇨🇦👎🏿,: His brain has been in isolation for quite some time ‍️🇨🇦-19 crisis: Justin Trudeau to go into isolation for …,His brain isolation quite time ‍️🇨🇦-19 crisis Justin Trudeau go isolation …,"['his', 'brain', 'isolation', 'quite', 'time', 'crisis', 'justin', 'trudeau', 'go', 'isolation']","his,brain,isolation,quite,time,crisis,justin,trudeau,go,isolation",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,angryclass
19080,1.2386556391293379e+18,Sat Mar 14 02:38:12 +0000 2020,This thing better be under control time I ready to leave Bim #annoyed,en,"[{'text': 'annoyed', 'indices': [61, 69]}]",['annoyed'],,This thing better be under control time I ready to leave Bim,This thing better control time I ready leave Bim,"['this', 'thing', 'better', 'control', 'time', 'i', 'ready', 'leave', 'bim']","this,thing,better,control,time,i,ready,leave,bim",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
12696,1.23861510862592e+18,Fri Mar 13 23:57:08 +0000 2020,@ncis4241 That mayor in Illinois signed an Executive Order and that was what is listed in it 🤬 tyranny at its worst… https://t.co/Z1Nkp8RTsN,en,[],[],🤬,That mayor in Illinois signed an Executive Order and that was what is listed in it 🤬 tyranny at its worst…,That mayor Illinois signed Executive Order listed 🤬 tyranny worst…,"['that', 'mayor', 'illinois', 'signed', 'executive', 'order', 'listed', 'tyranny', 'worst']","that,mayor,illinois,signed,executive,order,listed,tyranny,worst",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
17556,1.2386170252930294e+18,Sat Mar 14 00:04:45 +0000 2020,i’m. tired. of. seeing. the. word. carona- (&amp; i cannot stress this enough) virus. 😤😤😤😤😤😤,en,[],[],😤😤😤😤😤😤,i’m. tired. of. seeing. the. word. carona- (&amp; i cannot stress this enough) virus.,’ tired seeing word carona- amp stress enough virus,"['tired', 'seeing', 'word', 'amp', 'stress', 'enough', 'virus']","tired,seeing,word,amp,stress,enough,virus",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,angryclass
9400,1.2386138382971003e+18,Fri Mar 13 23:52:06 +0000 2020,are you fucking kidding me now their putting releases on hold bc of this damn virus BYE IM QUITTING 😡,en,[],[],😡,are you fucking kidding me now their putting releases on hold bc of this damn virus BYE IM QUITTING,fucking kidding putting releases hold bc damn virus BYE IM QUITTING,"['fucking', 'kidding', 'putting', 'releases', 'hold', 'bc', 'damn', 'virus', 'bye', 'im', 'quitting']","fucking,kidding,putting,release,hold,bc,damn,virus,bye,im,quitting",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
25063,1.2386779335119135e+18,Sat Mar 14 04:06:47 +0000 2020,"RT @firstseekHim: I #REJOICE DAILY! The #LIGHT in US has brought #ANGER, #JEALOUSY, etc. #withIN &amp; #OUTSIDE the church(#title or NOT). Reme…",en,"[{'text': 'REJOICE', 'indices': [20, 28]}, {'text': 'LIGHT', 'indices': [40, 46]}, {'text': 'ANGER', 'indices': [65, 71]}, {'text': 'JEALOUSY', 'indices': [73, 82]}, {'text': 'withIN', 'indices': [89, 96]}, {'text': 'OUTSIDE', 'indices': [103, 111]}, {'text': 'title', 'indices': [123, 129]}]","['rejoice', 'light', 'anger', 'jealousy', 'within', 'outside', 'title']",,": I DAILY! The in US has brought , , etc. &amp; the church( or NOT). Reme…",I DAILY The US brought etc amp church NOT Reme…,"['i', 'daily', 'the', 'us', 'brought', 'etc', 'amp', 'church', 'not', 'reme']","i,daily,the,u,brought,etc,amp,church,not,reme",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
21205,1.2386627179107901e+18,Sat Mar 14 03:06:19 +0000 2020,@LamarStevens11 Was looking forward to u dropping 30 in first ncaa tourney game!  #depressed,en,"[{'text': 'depressed', 'indices': [82, 92]}]",['depressed'],,Was looking forward to u dropping in first ncaa tourney game!,Was looking forward u dropping first ncaa tourney game,"['was', 'looking', 'forward', 'u', 'dropping', 'first', 'ncaa', 'tourney', 'game']","wa,looking,forward,u,dropping,first,ncaa,tourney,game",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
25052,1.238677867652944e+18,Sat Mar 14 04:06:31 +0000 2020,"#the strat
#mask for protection @ The STRAT Las Vegas https://t.co/qOT0YY1jqG",en,"[{'text': 'the', 'indices': [0, 4]}, {'text': 'mask', 'indices': [11, 16]}]","['the', 'mask']",,strat for protection The STRAT Las Vegas,strat protection The STRAT Las Vegas,"['strat', 'protection', 'the', 'strat', 'las', 'vegas']","strat,protection,the,strat,la,vega",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
26154,1.2386822648143544e+18,Sat Mar 14 04:24:00 +0000 2020,I tried a new face mask and I swear it better not ruin this good skin streak I have going on. 😤,en,[],[],😤,I tried a new face mask and I swear it better not ruin this good skin streak I have going on.,I tried new face mask I swear better ruin good skin streak I going,"['i', 'tried', 'new', 'face', 'mask', 'i', 'swear', 'better', 'ruin', 'good', 'skin', 'streak', 'i', 'going']","i,tried,new,face,mask,i,swear,better,ruin,good,skin,streak,i,going",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
16712,1.2386166985020457e+18,Sat Mar 14 00:03:27 +0000 2020,Lol leave it to me. The one person who wasn’t concerned one bit about this virus. To get it🤢🦠,en,[],[],🤢🦠,Lol leave it to me. The one person who wasn’t concerned one bit about this virus. To get it🤢🦠,Lol leave The one person ’ concerned one bit virus To get it🤢🦠,"['lol', 'leave', 'the', 'one', 'person', 'concerned', 'one', 'bit', 'virus', 'to', 'get', 'it']","lol,leave,the,one,person,concerned,one,bit,virus,to,get,it",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,angryclass
19649,1.2386575171791708e+18,Sat Mar 14 02:45:39 +0000 2020,"What...?? 
#KudaratiBiriyani finished...??
Please tell them ask for #KudaratiSenitizer and #Mask ....",en,"[{'text': 'KudaratiBiriyani', 'indices': [11, 28]}, {'text': 'KudaratiSenitizer', 'indices': [68, 86]}, {'text': 'Mask', 'indices': [91, 96]}]","['kudaratibiriyani', 'kudaratisenitizer', 'mask']",,What...?? finished...?? Please tell them ask for and ....,What ... finished ... Please tell ask ...,"['what', 'finished', 'please', 'tell', 'ask']","what,finished,please,tell,ask",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
23219,1.23867022510259e+18,Sat Mar 14 03:36:09 +0000 2020,"#mask #masks #facemask #facemasks #口罩 #corona #covid19 #coronavirüsü #coronavirus 
Facemasks to order.（Hongkong）
Qu… https://t.co/gPav6n4pbl",en,"[{'text': 'mask', 'indices': [0, 5]}, {'text': 'masks', 'indices': [6, 12]}, {'text': 'facemask', 'indices': [13, 22]}, {'text': 'facemasks', 'indices': [23, 33]}, {'text': '口罩', 'indices': [34, 37]}, {'text': 'corona', 'indices': [38, 45]}, {'text': 'covid19', 'indices': [46, 54]}, {'text': 'coronavirüsü', 'indices': [55, 68]}, {'text': 'coronavirus', 'indices': [69, 81]}]","['mask', 'masks', 'facemask', 'facemasks', '口罩', 'corona', 'covid19', 'coronavirüsü', 'coronavirus']",,Facemasks to order.（Hongkong） Qu…,Facemasks order.（Hongkong） Qu…,"['facemasks', 'order', 'qu']","facemasks,order,qu",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,angryclass
20092,1.2386590205101711e+18,Sat Mar 14 02:51:38 +0000 2020,"RT @Lost789Boy: Why Flash look like a Power Ranger? 😤

Why Black Canary look like that? 😤

Why Cyborg look like tinfoil? 😤

Where’s Huntres…",en,[],[],😤😤😤,: Why Flash look like a Power Ranger? Why Black Canary look like that? Why Cyborg look like tinfoil? Where’s Huntres…,Why Flash look like Power Ranger Why Black Canary look like Why Cyborg look like tinfoil Where ’ Huntres…,"['why', 'flash', 'look', 'like', 'power', 'ranger', 'why', 'black', 'canary', 'look', 'like', 'why', 'cyborg', 'look', 'like', 'tinfoil', 'where', 'huntres']","why,flash,look,like,power,ranger,why,black,canary,look,like,why,cyborg,look,like,tinfoil,where,huntres",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,angryclass
